1,0|16,29,23,2,4|345.79
2,0|4|116.590004
2,1|23,29,16|229.19998
3,0|49,2,4|302.89
3,1|22,16|186.48001
3,2|49|186.3
4,1|2,23,29,16|268.81
4,3|2,49|225.91
5,0|15,1,16,29,23,2,4|518.68
5,1|15|172.89
5,2|15,1,16,29,23|402.09
5,3|33,11,48,6|341.49
5,4|15,1,16,29,23,2|441.7
6,0|3,49,2,4|401.52
6,1|3,22,16|285.11
6,2|3,49|284.93
6,4|3,49,2|324.53998
6,5|48,11,33|242.86
7,0|29,23,2,4|318.16
7,2|29,23|201.57
7,3|22|163.42
7,4|29,23,2|241.18001
7,5|1,15|203.28
7,6|22,3|262.05
8,1|4,2,23,29,16|334.59
8,2|4|105.39
8,3|4,2,49|291.69
8,5|4,2,23,29,16,1,15|507.47998
8,6|4,2,49,3|390.32
8,7|4,2,23,29|306.96002
9,0|44,29,23,2,4|400.30002
9,1|44|178.14
9,2|44,29,23|283.71002
9,3|44,29,22|291.81
9,4|44,29,23,2|323.32
9,5|44,1,15|351.03
9,6|44,29,22,3|390.44
9,7|44|150.47
9,8|44,29,23,2,4|389.1
10,0|19,44,29,23,2,4|457.91
10,1|46|149.72
10,2|19,44,29,23|341.31998
10,3|46,7,22|315.32
10,4|19,44,29,23,2|380.93
10,5|46,1,15|322.61
10,6|46,7,22,3|413.95
10,7|46|151.9
10,8|19,44,29,23,2,4|446.71
10,9|19,12|179.41
11,0|48,6,3,49,2,4|505.96
11,1|33,5,15|311.31
11,2|48,6,3,49|389.37
11,3|48,6|203.07
11,4|48,6,3,49,2|428.97998
11,5|33|138.42
11,6|48|104.44
11,7|33,5,15,1|341.7
11,8|48,6,3,49,2,4|494.75998
11,9|33,5,15,1,44|489.45
11,10|33,5,15,1,46|461.03
12,0|44,29,23,2,4|362.42
12,1|44|140.26
12,2|44,29,23|245.83002
12,3|44,29,22|253.93001
12,4|44,29,23,2|285.44
12,5|44,1,15|313.15
12,6|44,29,22,3|352.56
12,7|44|112.59
12,8|44,29,23,2,4|351.22
12,10|19|118.06
12,11|44,1,15,5,33|451.57
13,0|17,18,47|279.59
13,1|17,18,37,2,23,29,16|478.63998
13,2|17,18,37|249.44
13,3|17,18,37,2,49|435.74
13,4|17,18|219.64
13,5|17,18,37,2,23,29,16,1,15|651.53
13,6|17,18,37,2,49,3|534.37
13,7|17,18,37,2,23,29|451.00998
13,8|17,18|202.62
13,9|17,18,37,2,23,29,44|533.15
13,10|17,18,37,2,23,29,44,19|590.76
13,11|17,18,37,2,49,3,6,48|638.81
13,12|17,18,37,2,23,29,44|495.27
14,0|12,44,29,23,2,4|440.91
14,1|19,46|198.62
14,2|12,44,29,23|324.32
14,3|12,44,29,22|332.41998
14,4|12,44,29,23,2|363.93
14,5|19,46,1,15|371.50998
14,6|12,44,29,22,3|431.05
14,7|12,44|191.08
14,8|12,44,29,23,2,4|429.71
14,10|42|117.63
14,11|19,46,1,15,5,33|509.93
14,13|12,44,29,23,2,37,18,17|573.76
15,0|1,16,29,23,2,4|440.47
15,2|1,16,29,23|323.88
15,3|1,16,22|281.16
15,4|1,16,29,23,2|363.49
15,6|5,33,11,48|321.06998
15,7|1|125.07
15,8|1,16,29,23,2,4|429.27
15,9|1,44|272.82
15,10|1,46|244.4
15,11|5,33|216.62999
15,12|1,44|234.94
15,13|1,16,29,23,2,37,18,17|573.32
15,14|1,46,19|293.3
16,0|29,23,2,4|306.86
16,2|29,23|190.26999
16,3|22|147.55
16,4|29,23,2|229.87999
16,5|1,15|211.82
16,6|22,3|246.18
16,8|29,23,2,4|295.65997
16,9|44|154.95
16,10|46|167.76999
16,11|1,15,5,33|350.24
16,12|44|117.06999
16,13|29,23,2,37,18,17|439.70996
16,14|44,12|195.56
16,15|1|133.61
17,0|18,47|203.38
17,1|18,37,2,23,29,16|402.43
17,2|18,37|173.23
17,3|18,37,2,49|359.52997
17,4|18|143.43
17,5|18,37,2,23,29,16,1,15|575.32
17,6|18,37,2,49,3|458.15997
17,7|18,37,2,23,29|374.8
17,8|18|126.409996
17,9|18,37,2,23,29,44|456.94
17,10|18,37,2,23,29,44,19|514.55
17,11|18,37,2,49,3,6,48|562.6
17,12|18,37,2,23,29,44|419.06
17,14|18,37,2,23,29,44,12|497.55
17,15|18,37,2,23,29,16,1|497.11
17,16|18,37,2,23,29|363.5
18,0|47|115.11
18,1|37,2,23,29,16|314.16
18,2|37|84.96
