1,0|14,35,5,44,7,22,4|613.82
2,0|43|167.5
2,1|28,40,44,5,35,14|571.35
3,0|22,4|244.29001
3,1|44,5,35,14|400.93
3,2|22,26,28|306.07
4,1|22,7,44,5,35,14|537.63
4,2|38,28|196.56
4,3|22|168.1
5,0|44,7,22,4|392.68
5,1|35,14|221.14
5,2|44,40,28|350.21
5,3|44|179.79001
5,4|44,7,22|316.49
6,0|48,28,46|311.33002
6,1|39,44,5,35,14|441.41998
6,2|48,8|206.68
6,3|39,44|220.95001
6,4|48,28,38|297.97998
6,5|39,44|220.28
7,0|22,4|215.15
7,1|44,5,35,14|398.66998
7,2|40,28|273.61
7,4|22|138.95999
7,5|44|177.53
7,6|44,39|218.69
8,0|2,43|191.9
8,1|48,40,44,5,35,14|558.2
8,3|48,40,7|292.97003
8,4|28,38|185.83
8,5|48,40,44|337.06
8,6|48|182.28
8,7|48,40|260.46002
9,0|17,29,4|334.73
9,1|17,29,22,7,44,5,35,14|727.7
9,2|17,29,4,38,28|455.1
9,3|17,29,22|358.17
9,4|17,29|258.54
9,5|17,29,22,7,44|506.56
9,6|17,29,22,20,40,39|524.19995
9,7|17,29,22|329.03
9,8|17,29,4,38,28|444.37003
10,1|0,4,22,7,44,5,35,14|696.35004
10,2|0,43|250.03
10,3|0,4,22|326.82
10,4|0|158.72
10,5|0,4,22,7,44|475.21
10,6|0,46,28,48|393.86002
10,7|0,4,22|297.68
10,8|0,43,2|274.43
10,9|0,4,29,17|417.26
11,0|27,19,49,22,4|419.84
11,1|27,19,3,44,5,35,14|597.79
11,2|27,19,49,22,26,28|481.62
11,3|27,19|196.86
11,4|27,19,49,22|343.65
11,5|27,19,3,44|376.65
11,6|27,19,3,44,39|417.81
11,7|27,19,49|216.55
11,8|27,19,49,22,26,28|470.89
11,9|27,19,49,22,29,17|533.72
11,10|27,19,49,22,4,0|502.37
12,0|39,40,28,46|343.77002
12,1|44,5,35,14|395.51
12,2|32,48,8|271.19998
12,3|44|175.04001
12,4|39,40,20,22|297.49
12,5|44|174.37
12,7|44|172.78
12,8|32,48|246.79999
12,9|39,40,20,22,29,17|487.56
12,10|39,40,28,46,0|426.30002
12,11|44,3,19,27|371.9
13,0|15,17,29,4|410.44
13,1|15,17,29,22,7,44,5,35,14|803.41003
13,2|15,17,29,4,38,28|530.81
13,3|15,17,29,22|433.88
13,4|15,17,29|334.25
13,5|15,17,29,22,7,44|582.27
13,6|15,17,29,22,20,40,39|599.91003
13,7|15,17,29,22|404.74
13,8|15,17,29,4,38,28|520.07996
13,9|15|113.520004
13,10|15,17,29,4,0|492.97
13,11|15,17,29,22,49,19,27|609.42993
13,12|15,17,29,22,20,40,39|563.27
14,0|35,5,44,7,22,4|531.62
14,2|35,5,44,40,28|489.15
14,3|35,5,44|318.73
14,4|35,5,44,7,22|455.43
14,5|35|138.94
14,6|35,5,44,39|359.22
14,7|35,5,44|316.47
14,8|35,5,44,40,48|475.99997
14,9|35,5,44,7,22,29,17|645.5
14,10|35,5,44,7,22,4,0|614.15
14,11|35,5,44,3,19,27|515.58997
14,12|35,5,44|313.31
14,13|35,5,44,7,22,29,17,15|721.21
15,0|17,29,4|338.87
15,1|17,29,22,7,44,5,35,14|731.84
15,2|17,29,4,38,28|459.23996
15,3|17,29,22|362.31
15,4|17,29|262.68
15,5|17,29,22,7,44|510.69998
15,6|17,29,22,20,40,39|528.33997
15,7|17,29,22|333.16998
15,8|17,29,4,38,28|448.50998
15,10|17,29,4,0|421.4
15,11|17,29,22,49,19,27|537.86
15,12|17,29,22,20,40,39|491.7
15,14|17,29,22,7,44,5,35|649.64
16,0|1,14,35,5,44,7,22,4|664.43
16,2|1,14,35,5,44,40,28|621.96
16,3|1,14,35,5,44|451.54
16,4|1,14,35,5,44,7,22|588.24
16,5|1,14,35|271.75
16,6|1,14,35,5,44,39|492.03
16,7|1,14,35,5,44|449.28
16,8|1,14,35,5,44,40,48|608.81
16,9|1,14,35,5,44,7,22,29,17|778.31
16,10|1,14,35,5,44,7,22,4,0|746.95996
16,11|1,14,35,5,44,3,19,27|648.4
16,12|1,14,35,5,44|446.12
16,13|1,14,35,5,44,7,22,29,17,15|854.01996
16,14|1|132.81
16,15|1,14,35,5,44,7,22,29,17|782.44995
17,0|29,4|254.59
17,1|29,22,7,44,5,35,14|647.56
17,2|29,4,38,28|374.96
17,3|29,22|278.03
17,4|29|178.4
17,5|29,22,7,44|426.41998
17,6|29,22,20,40,39|444.06003
17,7|29,22|248.89
17,8|29,4,38,28|364.23
17,10|29,4,0|337.12
17,11|29,22,49,19,27|453.58
17,12|29,22,20,40,39|407.42004
17,13|15|155.85
17,14|29,22,7,44,5,35|565.36
17,16|29,22,7,44,5,35,14,1|698.17
18,0|1,14,35,5,44,7,22,4|684.99
18,2|1,14,35,5,44,40,28|642.52
18,3|1,14,35,5,44|472.1
18,4|1,14,35,5,44,7,22|608.8
18,5|1,14,35|292.31
18,6|1,14,35,5,44,39|512.58997
18,7|1,14,35,5,44|469.84
18,8|1,14,35,5,44,40,48|629.37
18,9|1,14,35,5,44,7,22,29,17|798.87
18,10|1,14,35,5,44,7,22,4,0|767.52
18,11|1,14,35,5,44,3,19,27|668.95996
18,12|1,14,35,5,44|466.68
18,13|1,14,35,5,44,7,22,29,17,15|874.58
18,14|1|153.37
18,15|1,14,35,5,44,7,22,29,17|803.01
18,17|1,14,35,5,44,7,22,29|718.73
19,0|49,22,4|313.32
19,1|3,44,5,35,14|491.27002
19,2|49,22,26,28|375.1
19,4|49,22|237.13
19,5|3,44|270.13
19,6|3,44,39|311.29
19,7|49|110.03
19,8|49,22,26,28|364.37003
19,9|49,22,29,17|427.2
19,10|49,22,4,0|395.85
19,11|27|106.520004
19,12|3,44|265.38
19,13|49,22,29,17,15|502.91
19,14|3,44,5,35|409.07
19,15|49,22,29,17|431.34
19,16|3,44,5,35,14,1|541.88
19,17|49,22,29|347.06
19,18|3,44,5,35,14,1|562.44
20,0|38|171.84
20,1|7,44,5,35,14|450.55
20,2|26,28|227.6
20,4|22|114.12
20,5|7,44|229.41
20,6|40,39|220.01001
20,8|26,28|216.87
20,9|22,29,17|304.19
20,10|38,0|254.37
20,11|49,19,27|264.6
20,12|40,39|183.37001
20,13|22,29,17,15|379.90002
20,14|7,44,5,35|368.34998
20,15|22,29,17|308.33002
20,16|7,44,5,35,14,1|501.15997
20,17|22,29|224.05
20,18|7,44,5,35,14,1|521.72
20,19|49|158.08
21,0|14,35,5,44,7,22,4|577.65
21,2|14,35,5,44,40,28|535.18
21,3|14,35,5,44|364.76
21,4|14,35,5,44,7,22|501.46
21,5|14,35|184.97
21,6|14,35,5,44,39|405.25
21,7|14,35,5,44|362.5
21,8|14,35,5,44,40,48|522.03
21,9|14,35,5,44,7,22,29,17|691.53
21,10|14,35,5,44,7,22,4,0|660.18005
21,11|14,35,5,44,3,19,27|561.62
21,12|14,35,5,44|359.34
21,13|14,35,5,44,7,22,29,17,15|767.24005
21,15|14,35,5,44,7,22,29,17|695.67004
21,17|14,35,5,44,7,22,29|611.39
21,18|1|118.32
21,19|14,35,5,44,3|455.1
21,20|14,35,5,44,7|414.38
22,0|4|147.81
22,1|7,44,5,35,14|466.01
22,2|26,28|209.59
