1,0|42|138.39
2,0|166|144.62
2,1|81|159.1
3,0|62,136,75,125|322.29
3,1|159,78|227.18
3,2|159,78,1,81|386.28
4,0|121|167.26
4,1|179,169,125|275.16
4,2|121,82,130|310.16
4,3|92,143,117,56|366.64
5,0|9,17,164,122,35|302.58
5,1|105,98|196.79
5,2|61,28|211.51001
5,3|165,100,104,188|360.84003
5,4|9,17,164,191,177,95|463.36
6,0|115,1,42|281.08002
6,1|115|142.69
6,2|165,197|247.02
6,3|18,37|247.65
6,4|147,46,125,169,179|411.03998
6,5|11|124.65
7,0|118,186,152,169|368.29
7,1|198,127,13|345.44
7,2|134,117,190,125,191,187|482.41
7,3|84,71|201.07
7,4|110,22,148|313.35
7,5|126,56,107,144,100,165|514.4
7,6|126,56,107,144,80|404.75
8,0|58,101,187|284.82
8,1|10,17|214.77
8,2|58|148.7
8,3|10,114,100,104,188|420.47998
8,4|58,101,187,35,121|451.53998
8,5|32|109.43
8,6|79,29|207.45999
8,7|10,17,1,13,127,198|560.21
9,0|17,164,122|282.49
9,1|105,98|178.12999
9,2|61,28|193.8
9,3|165,100,104,188|346.33002
9,4|17,164,191,177,95|443.27
9,6|29|116.99
9,7|165,100,144,107,56,126|499.89
10,0|164,122,35|206.54999
10,1|17|115.950005
10,2|19|124.51
10,3|114,100,104,188|321.66
10,4|164,191,177,95|367.33
10,6|163|129.88
10,7|17,1,13,127,198|461.38998
11,0|165,98,191|305.89
11,1|114|177.57
11,2|105,10,19|239.08002
11,3|6,18,37|314.41
11,4|45,131,125,169,179|452.62997
11,7|54,104,107,56,126|470.08002
11,8|9|154.65001
11,10|105|114.57
12,0|156,80,147,1,42|394.79
12,1|156,80,147|256.4
12,2|149,6,165,197|375.55
12,3|14,145,37|218.18
12,4|196,104,78,13,152,179|507.27
12,5|55,76|221.08002
12,6|149|128.53
12,7|14,145,37,162,71,84|416.18
12,8|149,133,79|320.96
12,9|55,116|226.77
12,10|149,6,163|258.41
12,11|55|167.08
13,0|125|151.54001
13,2|139,187|236.35999
13,3|193,52|173.29
13,4|152,179|223.63
13,5|131,114,29|287.96
13,6|78,80|212.65
13,7|127,198|249.57999
13,8|1,17,10|310.63
13,9|131,114,105|272.19998
13,10|1,17|211.81
13,11|131,45|265.96
13,12|78,104,196|283.64
14,0|196,100,1,42|374.58
14,1|196,100|236.19
14,2|34,54,114,197|365.46002
14,3|145,37|181.34
14,4|18,144,13,152,179|474.47998
14,5|149,11|227.93999
14,6|156|122.5
14,7|145,37,162,71,84|379.34003
14,8|149,133,79|322.43
14,9|149,133|228.29999
14,10|156,6,163|252.38
14,11|149|170.04999
14,13|18,144|250.85
15,0|68,47,169|297.66
15,1|127,13|255.90001
15,2|127,13,139,187|396.4
15,3|56|118.5
15,4|77,143,92|276.56
15,5|56,107,144,100,165|423.71
15,6|56,107,144,80|314.06
15,8|127,13,1,17,10|470.67004
15,9|56,107,144,100,165|409.19998
15,10|127,13,1,17|371.85004
15,11|56,107,104,54|379.39
15,12|56,62,37,145,14|333.93002
15,13|127|160.04001
15,14|56,62,37,145|297.09003
16,0|113,166|240.1
16,1|58,197|212.76001
16,3|58,17,147,104,188|427.64
16,4|99,130,82,121|406.16998
16,5|8,32|172.25
16,6|61,163|237.79
16,7|19,81,139,190,117,134|554.38
16,9|61|155.72
16,10|58|110.35
16,11|61,29|206.51
16,12|61,105,133,149|364.32
16,13|19,81,26|304.92
16,14|61,163,6,156|360.29
16,15|19,81,26,13,127|464.96002
17,0|164,122,35|190.79999
17,2|101|122.65
17,3|147,104,188|302.35
17,4|164,191,177,95|351.58
17,5|9|111.78
17,6|165|124.990005
17,7|1,13,127,198|441.63
17,8|10|118.58
17,11|163|122.130005
17,12|165,6,149|253.52002
17,13|1|192.05
17,14|114,54,34|247.48
17,15|1,13,127|352.09
17,16|58|125.29
18,0|104,78,46,33|312.63998
18,1|104,131|181.81
18,2|80,100,98,111|322.34
18,3|37|147.9
18,4|144,13,152,179|405.68997
18,5|196,133|224.03998
18,7|120,62,56,126|323.66998
18,8|6,29,79|307.21
18,9|6,29|216.73999
18,10|80,45|216.48
18,11|6|166.51001
18,12|14|105.630005
18,13|144|182.06
18,15|120,62,56|232.98
18,16|80,163,61|325.49
18,17|80,114|204.45001
19,0|187|166.35
19,1|164|141.78
19,3|164,131,78,159|368.69003
19,4|187,35,121|333.06998
19,5|61|175.76001
19,6|17,165|213.89
19,7|81,139,190,117,134|476.83002
19,8|58|120.42
19,9|61|158.05
19,11|10,105|202.98001
19,12|17,165,6,149|342.42
19,13|81,26|227.37
19,14|197,114,54,34|333.66
19,15|81,26,13,127|387.40997
19,18|197,114,80|290.63
20,0|58,101,187|285.06
20,1|61,17|218.53
20,2|58|148.94
20,3|61,17,147,104,188|424.69
20,4|58,101,187,35,121|451.77997
20,5|8,32|114.520004
20,6|79,29|212.5
20,7|61,17,1,13,127,198|563.97003
20,10|8|103.91
20,11|9|159.67
20,12|79,133,149|326.0
20,13|61,17,1|314.39
20,14|79,133,149|327.47
20,15|61,17,1,13,127|474.43
20,17|61|122.34
20,18|79,29,6|312.25
20,19|58|120.66
21,1|171,33|188.35
21,2|82,130|193.70999
21,3|169,190,161,52|347.28
21,4|121|120.59
21,5|0,122,164,17,9|358.19998
21,6|171,33,1,115|331.04
21,7|194,38,22,110|361.87
21,8|82,130,28,58|339.51
21,9|0,122,164,17|338.11
21,10|0,122,164|262.16998
21,11|0,191,98,165|361.51
21,12|171,33,1,147,80,156|444.75
21,13|169|181.54
21,14|102,75,78,104,18|420.41
21,15|93,152,153|301.15
21,16|82,130,99|289.72
21,17|0,122,164|246.41998
21,18|102,75,78,104|351.62
21,19|82,130|219.47
21,20|82,130,28,58|339.75
22,0|186,152,169|248.25
22,1|77,47,46|258.47
22,2|186,152,171,122,158|380.75
22,3|39,56|202.46
22,4|148|189.5
22,5|153,193,78,100,165|449.84998
22,6|153,193,78,80|350.76996
22,7|110|123.850006
22,8|77,47,46,1,17,10|473.24002
22,9|153,193,78,100,165|435.33997
22,10|77,47,46,1,17|374.42
22,11|153,193,78,100,54|414.36
22,12|127,107,120,14|397.11
22,13|153|163.32999
22,14|127,107,120|360.27
22,16|77,47,125,139,81,19|455.38
22,17|77,47,46,1|354.66
22,18|127,107,188|295.18
22,19|77,47,125,139,81|377.83002
22,20|77,47,46,1,17,61|477.0
22,21|38,194|238.02002
23,0|149,80,147,1,42|425.69998
23,1|149,80,147|287.31
23,2|55,133,163,17,101|392.28003
23,3|14,145,37|270.66
23,4|174,34,196,104,78,13,152,179|549.12
23,5|87,76|213.62
23,6|149|151.62
23,7|14,145,37,162,71,84|468.65997
23,8|87,116,9|315.28003
23,9|87,116|220.62001
23,10|55,133,163|272.41998
23,11|87|161.38
23,13|174,34,196,104,78|325.49
23,15|156,120,62,56|383.78998
23,16|87,76,29,61|367.71
23,17|55,133,163|269.63
23,18|156|150.9
23,19|55,133,163,17|358.53
23,20|87,116,9|320.30002
23,21|149,80,147,1,33,171|475.66
23,22|156,18,188,107,127|446.08002
24,0|132|171.20001
24,1|132,21,171,33|304.13
24,2|176,91,88|294.55002
24,3|141,179,47,161,52|430.22003
24,5|132,0,35,122,164,17,9|473.78
24,6|132,21,171,33,1,115|446.82
24,7|135,50,123,64|395.13
24,8|176,91,130,28,58|441.93002
24,9|132,0,35,122,164,17|453.69
24,10|132,0,35,122,164|377.75
24,11|132,0,191,98,165|477.09003
24,12|141,95,169,75,78,104,196|553.51996
24,13|141,95,169|270.91
24,14|141,95,169,13,144,18|521.76
24,15|4,92,143,77|358.47
24,16|176,91,88,85,31|390.19003
24,17|132,0,35,122,164|362.0
24,18|141,95,169,13,144|452.97
24,19|176,91,130|321.89
24,20|176,91,130,28,58|442.17
24,21|132|115.78
24,22|4,148|271.41
24,23|121,102,139,131,100,80,149|591.14
25,0|88|150.86
25,1|96,187|207.07
25,3|166,191,46,183,62|430.06998
25,4|40,57,154|300.35
25,5|113,61|265.51
25,6|101,197,165|302.99
25,7|166,42,125,190,117,134|512.81
25,8|31,58|195.37
25,9|113,61|247.8
25,10|19|180.14001
25,11|19,10,105|294.71002
25,12|101,197,165,6,149|431.52
25,13|166,191,139|270.13998
25,14|101,197,114,54,34|421.43
