1,0|96,17,64|305.55002
2,0|27|110.28999
2,1|55,64,17,96|377.65002
3,0|5,17,64|338.05002
3,1|61,75|226.56
3,2|5,17,64,55|410.15002
4,0|90,5,17,64|349.64
4,1|90,5,8|285.91998
4,2|90,5,17,64,55|421.74002
4,3|44|117.149994
5,0|17,64|238.56
5,1|8|174.84
5,2|17,64,55|310.66
5,4|90|111.08
6,0|5,17,64|319.18002
6,1|5,8|255.46
6,2|5,17,64,55|391.28003
6,3|44|128.38
7,0|31,73,96,17,64|396.50003
7,1|99|105.979996
7,2|31,73,96,17,64,55|468.60004
7,3|23,46,79|321.31
7,4|99,1,8,5,90|391.9
7,5|99,1,8|280.82
7,6|99,1,8,5|361.44
8,0|17,64|239.4
8,2|17,64,55|311.5
8,3|61|153.54001
8,4|5,90|201.78
8,6|5|171.32
8,7|1,99|190.12001
9,0|4,90,5,17,64|422.62003
9,1|26,44,93,75|343.38
9,2|4,90,5,17,64,55|494.72003
9,3|38|126.549995
9,5|4,90|184.06
9,6|4|120.94
9,7|26,44,61,46,23|447.18002
9,8|26,44,34|265.8
10,0|72,65,56,16,64|429.99
10,1|57,22,6,5,8|494.07
10,2|72,65,56,54,55|473.90002
10,3|57,88,32,44|362.55002
10,4|57,88|245.49
10,5|57,22,6|319.23
10,6|57,22|238.61
10,7|57,22,6,5,8,1,99|600.05005
10,8|57,22,6,5|409.93
10,9|57,12,71|292.83002
11,0|38,44,5,17,64|430.77
11,1|19,3,61,75|327.32
11,2|38,44,5,17,64,55|502.87
11,3|19|100.759995
11,4|26|144.97
11,5|38,44|192.20999
11,6|26,4|192.93
11,7|19,79,46,23|420.39
11,8|19,3,61|254.29999
11,10|26,32,88,57|384.22998
12,0|57,65,56,16,64|412.78998
12,1|32,90,5,8|380.40002
12,2|57,65,56,54,55|456.7
12,3|32,44|214.58
12,5|32,90|205.56
12,6|32|139.27
12,7|32,90,5,8,1,99|486.38
12,8|32,90,5|296.26
12,9|71|141.44
12,10|57|151.39
12,11|32,26|236.26
13,0|72,65,56,16,64|419.59998
13,1|72,22,6,5,8|492.87
13,2|72,65,56,54,55|463.51
13,3|72,88,32,44|362.07
13,4|72,88|245.01
13,5|72,22,6|318.03
13,6|72,22|237.40999
13,7|72,22,6,5,8,1,99|598.85004
13,8|72,22,6,5|408.72998
13,9|72,12,71|292.06
13,11|72,88,32,26|383.75
13,12|72|150.62
14,0|27|118.770004
14,1|27,64,17,96|414.49
14,3|27,64,17,5|446.99
14,4|27,64,17,5,90|458.58
14,5|27,64,17|347.5
14,6|27,64,17,5|428.12
14,7|27,64,17,96,73,31|505.44
14,8|27,64,17|348.34
14,9|27,64,17,5,90,4|531.56
14,10|2,55,54,56,65,72|518.72
14,11|27,64,17,5,44,38|539.71
14,12|2,55,54,56,65,57|501.52
14,13|2,55,54,56,65,72|508.33
15,0|34,17,64|323.72
15,1|46|142.59
15,2|34,17,64,55|395.82
15,4|79,44|189.82
15,5|61|106.68
15,6|61,5|187.3
15,7|46,23|226.22
15,9|79,38|221.95
15,10|61,5,6,22,57|425.91
15,11|79,19|194.68
15,12|79,44,32|287.25
15,13|61,5,6,22,72|424.71
15,14|34,17,64,27|432.65997
16,0|64|124.5
16,1|53,17,96|278.26
16,2|55|170.37
16,3|53,17,5|310.76
16,4|53,17,5,90|322.35
16,5|53,17|211.27
16,6|53,17,5|291.89
16,7|53,17,96,73,31|369.21002
16,8|53,17|212.11
16,9|56,65,22,32|391.72
16,10|56,65,72|305.49
16,11|53,17,5,44,38|403.48
16,12|56,65,57|288.29
16,13|56,65,72|295.1
16,14|55,2|215.19
16,15|53,17,34|296.43
17,0|64|142.9
17,1|96|162.65
17,2|64,55|215.0
17,3|5|195.15
17,4|5,90|206.73999
17,6|5|176.28
17,7|96,73,31|253.6
17,9|5,90,4|279.72
17,10|5,6,22,57|414.88998
17,11|5,44,38|287.87
17,12|5,90,32|301.22
17,13|53,16,56,65,72|410.71
17,14|64,27|251.84
17,15|34|180.82
17,16|53|115.61
18,0|95,8,17,64|388.03
18,1|46|169.51001
18,2|95,8,17,64,55|460.13
18,3|47|130.01999
18,4|41,33,44|236.09
18,5|79|173.89001
18,6|41,33,44|247.32
18,7|74,98|232.1
18,8|95|148.63
18,9|21,19,26|254.09001
18,10|41,33,44,32,88,57|481.49
18,11|21,43|211.44
18,12|41,33,44,32|333.52002
18,13|41,33,44,32,88,72|481.00998
