1,0|193,35,2,167,4,177|463.08002
2,0|167,4,177|263.94
2,1|35,193|199.14001
3,0|99,112,139,28,94|382.21
3,1|178,111,145|308.7
3,2|40,72,96|258.35
4,0|177|100.95
4,1|167,2,35,193|362.13
4,2|167|162.99
4,3|10,179,99|295.3
5,0|51,174,129,27|298.38
5,1|101,99,72,135,92|472.62
5,2|13,55,165|340.97
5,3|11|185.2
5,4|53,170,189,43|266.75
6,0|135,166,182,165,150,30|432.87
6,2|20|185.48999
6,3|111,178|214.75
6,4|135,166,182,165,134|333.06
6,5|48,40,54,11|388.43
7,0|174,129,27|251.49
7,1|53,13,123,99,72,135,92|470.06
7,2|170,139,165|310.47998
7,3|101,187|202.51
7,4|59,43|223.20001
7,6|53,13,123,60,48|392.81
8,0|190,116|210.22
8,1|108,19,143,159,103,98|450.22
8,2|38,153,83|284.84
8,3|38,186,167,165,79,99|503.52
8,4|46,163,104|218.04
8,5|46,163,120,28,59,53|482.24002
8,6|108,26,125,191,20|462.01
8,7|46,163,120,28,59|438.41003
9,0|170,63,27|280.87
9,1|101,99,72,135,92|400.21002
9,2|55,165|271.69
9,3|101,187|126.88
9,4|13,189,43|234.13
9,6|54,40,48|321.4
9,8|13,189,28,120,163,46|451.04
10,0|30|137.0
10,1|32,35,193|344.99002
10,2|32|145.97
10,3|179,99|251.85999
10,5|189,170,53|239.44
10,6|165,182,166,135|296.6
10,7|189,170|199.11
10,8|104,163,46|257.49002
10,9|139,55|202.68
11,0|9,170,63,27|326.25
11,1|54,40,48,92|383.78
11,2|123,79,182|288.88
11,4|13,189,43|279.07
11,6|54,40,48|298.0
11,7|51|111.51
11,8|101,55,139,10,104,163,46|495.72
11,10|101,55,139|238.23
12,0|161|156.88
12,1|26,147,155,103,98|418.34
12,2|126,49|235.31
12,3|163,104,89,179,99|445.98
12,4|163,104|156.6
12,5|120,28,59,53|420.78
12,6|126,83,35,57,145|415.64
12,7|120,28,59|376.95
12,9|120,28,189,13|389.58002
12,10|163,104|196.05
12,11|163,104,10,139,55,101|434.28
13,0|170,63,27|260.74
13,1|123,99,72,135,92|410.93
13,2|55,165|270.01
13,3|101,187|147.46
13,4|189,43|212.56
13,6|123,60,48|333.68002
13,7|53|59.129997
13,8|189,28,120,163,46|429.47
13,10|189|185.25
13,12|189,28,120|368.01
14,0|1,193,35,2,167,4,177|502.03003
14,2|1,193,35|238.09001
14,3|6,111,178|299.86
14,4|1,193,35,2,167|401.08002
14,5|145,48,40,54,11|472.47998
14,7|92,135,72,99,123,13,53|470.25
14,8|1,98,103,159,143,19,108|489.17004
14,9|92,135,72,99,101|400.4
14,10|92,166,182,165|368.12
14,11|145,48,40,54|382.05
14,12|1,98,103,155,147,26|457.28998
14,13|92,135,72,99,123|411.12
15,1|104,167,2,35,193|446.78003
15,2|104,167|247.64001
15,3|177,43,139,112,99|377.09
15,5|80,63,59,53|311.01
15,6|134,165,182,166,135|418.41998
15,7|80,63,174|266.91
15,8|70|186.54001
15,9|80,63,170|285.18
15,10|142|126.3
15,11|80,63,170,9|330.56
15,12|130|131.63
15,13|80,189|265.02
15,14|104,167,2,35,193,1|485.73004
16,1|80,150,167,2,35,193|499.80002
16,2|80,150,167|300.66
16,3|129,170,101,187|356.34
16,4|107|141.19
16,5|196,95|229.48001
16,6|80,28,31,165,182,166,135|453.52002
16,7|119|182.20999
16,8|164,195,190|295.56
16,9|105,174,13|230.76999
16,10|80|157.64
16,11|105,174,13|275.71
16,12|0,161|242.57
16,13|105,174|209.2
16,14|80,28,31,165,182,166,92|525.04004
16,15|164|110.94
17,0|146,174,129,27|327.47998
17,1|11,54,40,48,92|423.63
17,2|101,123,79,182|322.66
17,3|180|132.58
17,4|13,189,43|281.12
17,6|11,54,40,48|337.85
17,8|13,189,28,120,163,46|498.03003
17,10|13,189|253.81
17,12|13,189,28,120|436.57
17,14|11,54,40,48,145|421.9
17,15|68,59,63,80|332.99
17,16|53,196|270.0
18,0|173,126,120|288.0
18,1|84,137,141|259.88
18,2|85,191|142.48
18,3|85,191,88,72,40|396.58
18,4|149,186|219.81
18,5|69,83,167,139,170,53|455.99
18,6|159,36,20|286.32
18,7|69,83,167,139,170|415.65997
18,8|93,169|200.95999
18,9|147,81,165,55|386.86
18,10|69,78,89|227.53
18,11|147,81,165,110,123|416.53
18,12|19|179.20001
18,13|147,81,165,55|385.18
18,14|84,137,141|298.79
18,15|173,126,120|260.53
18,16|149,186,104,142,133|355.07
18,17|147,81,165,55,101|440.12997
19,0|47,138|220.25
19,1|143,159,103,98|324.38
19,2|125|166.3
19,3|149,167,165,79,99|408.80002
19,4|186|168.67001
19,5|186,134,157,170,53|430.99
19,6|125,191,20|338.74
19,7|186,134,117,59|388.49002
19,8|108|125.840004
19,9|149,167,179,55|377.62
19,10|186,134|202.45
19,11|149,167,165,110,123|409.29
19,13|149,167,179,55|375.94
19,14|143,159,103,98,1|363.33002
19,15|47,138|192.24
19,16|153,104,142,133|296.32
19,17|149,167,179,55,101|430.88998
20,0|2,167,4,177|354.32
20,1|193|123.92
20,3|106,40|241.79001
20,4|2,167|253.37
20,5|72,99,101|364.88
20,7|182,79,110,13,53|359.15
20,8|191,125,26,108|366.90002
20,9|72,99,101|292.47
20,10|88,165|223.23
20,11|106,60,54|301.3
20,12|35,83,126|322.50998
20,13|182,79,110|300.02
20,14|193,1|162.87
20,15|2,167,104|338.02002
20,16|88,165,31,28,80|380.15
20,17|72,99,101|337.71
20,18|36,159|191.20999
20,19|191,125|243.63
21,0|69,126,120|358.25003
21,1|115,197,141|213.41
21,2|155|165.67
21,3|155,35,88,72,40|413.27002
21,4|85,149,186|288.17
21,5|155,35,96,79,110,13|504.55
21,6|137,193,145|266.99
21,7|159,81,31,139,170|470.51
21,8|50,169|268.66
21,9|155,35,96,79,123|432.15002
21,10|84,56,167|283.15997
21,11|155,35,96,79,123|448.21002
21,12|93,19|251.15001
21,13|155,35,96,79,110|433.59
21,14|115,197,141|252.32
21,15|69,126,120|330.78003
21,16|85,149,186,104,142,133|423.43002
21,17|155,35,96,79,123,101|481.99002
21,19|93|153.85
