1,0|42|138.39
2,0|88|168.51001
2,1|81|159.1
3,0|62,44,75,33|332.64
3,1|43,78|227.79999
3,2|43,78,1,81|386.9
4,0|95|168.13
4,1|95,93,33|288.72
4,2|95,82,88|327.5
4,3|92,72,77,68,56|370.84998
5,0|10,81,42|322.93
5,1|29,98|198.98999
5,2|61,28|211.51001
5,3|11,6,18,37|372.3
5,4|29,98,26,33,93,95|475.55
6,0|45,98,26,42|296.55
6,1|45,98|171.27
6,2|45,17,19|252.06
6,3|18,37|247.65
6,4|80,78,13,47,53|444.71002
6,5|11|124.65
7,0|94,59,63,93|394.84
7,1|15,68,27,13|357.25
7,2|15,68,27,75,26,81|500.93002
7,3|84,71|201.07
7,4|94,59,72,92|338.62
7,5|15,56,43,78,80,54,29|552.54
7,6|15,56,43,78,80|433.63
8,0|58,28,88|317.02002
8,1|10,17|214.77
8,2|58|148.7
8,3|10,17,1,78,43|442.56998
8,4|58,28,88,82,95|476.01
8,5|32|109.43
8,6|79,29|207.45999
8,7|10,17,1,13,27,68,15|572.02
9,0|10,81,42|302.92
9,1|29,98|183.92
9,2|61,28|193.8
9,3|29,6,18,37|364.63998
9,4|29,98,26,33,93,95|460.47998
9,6|29|116.99
9,7|29,54,80,78,43,56,15|537.47
10,0|81,42|225.63
10,1|17|115.950005
10,2|19|124.51
10,3|17,1,78,43|343.75
10,4|81,33,93,95|388.22003
10,6|45|135.28
10,7|17,1,13,27,68,15|473.20004
11,0|45,98,26,42|324.78998
11,1|45,98|199.51
11,2|29,10,19|239.73001
11,3|6,18,37|314.41
11,4|45,98,26,33,93,95|476.07
11,7|6,80,78,43,56,15|500.38998
11,8|9|154.65001
11,10|29|115.22
12,0|34,54,98,26,42|429.13998
12,1|34,54,98|303.86002
12,2|34,54,45,17,19|393.1
12,3|14,51,37|238.31
12,4|34,80,78,13,47,53|542.98
12,5|55,76|221.08002
12,6|34|147.31
12,7|14,51,97,71,84|419.8
12,8|55,11,9|321.73
12,9|55,11|227.07
12,10|34,54,45|276.32
12,11|55|167.08
13,0|33|157.37
13,2|26,81|239.80002
13,3|27,43|189.48999
13,4|47,53|232.06
