0|21|55.62
0|33|59.63
0|35|12.87
0|40|71.63
0|42|64.59
0|57|80.94
0|82|19.33
0|88|87.00
0|89|91.68
0|91|69.17
0|93|74.73
0|95|93.72
0|102|40.90
0|119|58.41
0|121|87.52
0|122|59.08
0|125|96.16
0|130|83.34
0|132|91.66
0|139|91.49
0|166|99.47
0|169|84.57
0|171|42.70
0|176|99.42
0|177|26.50
0|179|98.79
0|187|85.72
0|191|77.01
0|194|98.28
0|202|30.13
0|211|96.05
0|213|87.41
0|214|92.84
0|223|84.28
0|229|59.56
0|231|67.65
0|237|90.68
0|239|31.19
0|240|43.39
0|242|37.81
0|250|94.66
0|261|95.85
0|265|95.73
0|284|99.06
0|292|88.48
1|13|95.86
1|17|96.19
1|26|35.92
1|33|81.32
1|42|73.80
1|44|98.65
1|46|41.72
1|75|70.18
1|78|89.82
1|81|81.87
1|98|55.62
1|100|77.16
1|111|97.28
1|114|81.21
1|115|58.87
1|122|91.61
1|125|72.70
1|131|12.13
1|139|53.45
1|147|58.04
1|164|66.97
1|187|91.00
1|191|70.82
1|197|95.83
1|205|99.01
1|214|46.05
1|229|85.82
1|237|64.19
1|253|96.18
1|262|68.83
1|264|43.58
1|279|39.14
1|282|52.83
1|291|4.52
1|295|81.97
2|16|96.16
2|19|36.10
2|25|56.19
2|28|16.72
2|31|23.02
2|58|99.39
2|70|51.14
2|81|77.23
2|85|15.25
2|88|81.51
2|96|43.83
2|99|10.67
2|101|36.57
2|111|70.76
2|113|31.94
2|130|65.10
2|140|78.46
2|150|70.48
2|157|60.32
2|158|20.70
2|164|93.26
2|166|45.15
2|167|50.98
2|187|79.96
2|197|91.50
2|211|87.27
2|213|56.64
2|218|95.01
2|236|98.00
2|295|78.24
2|298|69.16
3|37|73.18
3|41|88.90
3|43|65.46
3|52|40.01
3|56|66.89
3|62|35.21
3|65|26.75
3|71|83.27
3|74|57.84
3|97|39.54
3|107|71.14
3|124|75.34
3|128|45.14
3|137|84.00
3|159|67.48
3|162|23.24
3|168|28.10
3|172|60.08
3|175|42.99
3|188|85.07
3|192|66.00
3|206|34.79
3|235|28.50
3|254|75.01
3|260|84.72
3|276|96.87
3|277|73.41
3|290|88.88
3|293|77.11
3|294|61.39
4|24|81.91
4|48|25.75
4|49|57.37
4|50|73.93
4|53|86.63
4|60|73.30
4|83|47.77
4|92|70.39
4|95|74.41
4|121|79.74
4|132|94.14
4|135|5.31
4|138|80.71
4|141|54.49
4|148|95.16
4|154|53.98
4|155|52.96
4|179|94.43
4|184|54.16
4|194|91.14
4|207|63.84
4|215|68.50
4|219|63.37
4|238|45.11
4|243|99.60
4|247|62.65
4|250|96.44
4|255|69.76
4|267|98.38
4|273|89.72
4|286|27.43
4|289|78.68
4|297|53.65
4|299|89.44
5|9|20.09
5|10|97.30
5|11|57.89
5|29|44.07
5|32|11.42
5|61|96.12
5|76|99.73
5|79|25.69
5|105|54.00
5|116|65.68
5|133|90.99
5|163|87.76
5|165|98.00
5|189|28.38
5|220|84.93
5|224|97.67
5|227|66.10
5|233|23.94
5|283|41.10
6|11|66.76
6|18|99.75
6|29|87.99
6|34|70.16
6|45|49.86
6|54|36.41
6|55|83.29
6|76|68.78
6|80|44.17
6|87|93.58
6|100|67.24
6|105|95.12
6|114|74.94
6|115|83.82
6|116|65.69
6|133|37.52
6|147|84.95
6|149|58.65
6|156|86.59
6|163|86.11
6|165|57.83
6|170|38.30
6|189|97.77
6|196|69.92
6|212|95.98
6|222|32.98
6|241|10.47
6|253|63.69
6|262|93.36
6|269|85.22
6|283|79.24
6|285|88.67
7|15|95.48
7|64|98.76
7|69|66.29
7|84|41.36
7|94|64.92
7|106|92.59
7|110|27.62
7|112|35.69
7|118|72.26
7|126|82.08
7|129|58.61
7|134|59.89
7|146|89.98
7|151|67.18
7|160|51.73
7|178|57.92
7|195|27.20
7|198|82.93
7|199|29.10
7|200|65.34
7|201|67.43
7|203|64.24
7|234|52.05
7|251|34.34
7|272|95.54
7|274|45.58
7|280|78.08
7|287|63.06
7|296|56.53
8|9|94.66
8|10|98.82
8|16|62.82
8|20|5.09
8|32|98.01
8|36|27.76
8|58|49.31
8|61|65.88
8|79|87.41
8|90|29.16
8|108|30.52
8|185|85.92
8|220|42.32
8|226|21.75
8|227|66.17
8|233|92.00
8|236|88.34
8|268|8.01
8|271|31.72
8|275|40.23
9|10|77.29
9|11|59.99
9|17|91.69
9|20|99.68
9|29|29.00
9|32|8.73
9|45|96.70
9|61|78.41
9|79|7.91
9|105|35.34
9|116|69.64
9|133|90.31
9|163|69.58
9|165|83.49
9|189|38.50
9|220|70.69
9|224|77.67
9|227|48.49
9|233|4.19
9|236|96.39
9|275|88.10
9|278|83.10
9|283|35.11
10|17|19.76
10|19|88.41
10|29|67.08
10|32|86.02
10|45|85.42
10|58|79.92
10|61|34.80
10|79|72.10
10|81|92.16
10|98|61.50
10|101|88.59
10|105|51.29
10|108|99.11
10|111|66.04
10|114|68.83
10|163|43.77
10|164|80.43
10|165|73.21
10|197|41.10
10|220|56.60
10|224|15.74
10|227|41.58
10|233|73.36
10|236|28.68
10|262|61.04
10|264|86.23
10|275|63.04
10|278|13.71
10|283|86.81
10|295|80.42
11|29|48.14
11|32|57.48
11|45|78.10
11|54|87.01
11|55|93.03
11|76|47.65
11|79|67.40
11|87|94.58
11|105|63.28
11|114|96.36
11|116|10.63
11|133|33.56
11|149|98.70
11|163|81.15
11|165|71.84
11|170|49.06
11|189|32.04
11|222|98.56
11|233|62.83
11|241|70.33
11|269|81.46
11|283|28.67
12|14|36.84
12|23|52.56
12|30|47.55
12|34|77.15
12|55|74.05
12|66|66.77
12|73|44.72
12|87|80.64
12|149|69.88
12|156|54.16
12|174|31.60
12|180|40.58
12|196|84.26
12|217|28.31
12|248|43.59
12|256|49.15
12|258|63.79
12|269|91.39
12|270|41.40
12|285|64.02
12|288|57.50
13|26|94.40
13|27|29.91
13|33|97.74
13|44|59.85
13|46|57.60
13|47|50.36
13|75|27.74
13|78|74.17
13|125|55.38
13|127|97.86
13|131|89.06
13|136|61.77
13|139|76.60
13|144|96.54
13|152|82.68
13|153|74.45
13|161|63.84
13|169|92.02
13|183|69.19
13|190|19.23
13|193|34.44
13|205|65.79
13|209|87.57
13|221|95.65
13|229|92.87
13|237|66.60
13|252|33.07
13|261|75.17
13|263|77.00
13|279|64.63
13|281|65.39
13|282|43.27
13|291|96.85
14|18|68.79
14|23|89.32
14|30|83.37
14|34|57.09
14|51|88.14
14|55|93.63
14|73|78.98
14|120|92.10
14|145|63.95
14|149|71.35
14|156|35.91
14|173|92.46
14|174|66.84
14|180|75.28
14|196|62.14
14|216|66.48
14|217|63.27
14|222|97.36
14|232|77.56
14|248|9.29
14|256|66.58
14|258|30.89
14|270|70.84
14|285|38.77
14|288|22.58
15|22|94.86
15|39|45.73
15|41|95.75
15|52|98.18
15|56|51.61
15|67|94.32
15|68|50.70
15|71|79.37
15|77|89.84
15|84|70.84
15|106|61.74
15|110|82.27
15|112|59.84
15|117|67.75
15|118|64.06
15|126|24.31
15|127|62.18
15|129|57.37
15|134|45.14
15|146|25.10
15|151|99.92
15|153|93.02
15|160|51.42
15|195|73.18
15|198|22.23
15|199|99.03
15|201|56.94
15|209|73.49
15|210|85.38
15|221|89.03
15|234|63.24
15|245|74.34
15|254|43.70
15|274|82.88
15|276|33.50
15|290|57.27
15|296|56.08
16|19|77.55
16|20|60.54
16|28|85.79
16|31|74.76
16|36|48.83
16|58|30.43
16|61|77.31
16|70|97.45
16|90|33.88
16|99|85.65
16|101|90.73
16|108|32.30
16|109|69.78
16|113|65.40
16|150|72.24
16|167|82.57
16|182|51.70
16|185|58.79
16|204|87.83
16|218|46.38
16|220|72.43
16|226|51.80
16|227|98.91
16|236|84.38
16|259|69.56
16|268|55.72
16|271|32.46
16|275|55.46
17|19|88.90
17|29|76.21
17|45|77.20
17|58|94.86
17|61|52.75
17|79|87.52
17|81|78.87
17|98|42.10
17|101|86.08
17|105|60.96
17|111|57.21
17|114|56.60
17|115|92.39
17|147|93.39
17|163|40.98
17|164|64.68
17|165|67.16
17|197|32.13
17|220|75.96
17|224|14.48
17|227|60.92
17|233|88.05
17|236|38.51
17|262|45.04
17|264|67.98
17|275|80.90
17|278|8.60
17|283|94.85
17|291|95.10
17|295|67.46
18|34|41.23
18|37|74.72
18|51|87.62
18|80|75.54
18|104|79.06
18|120|27.24
18|144|85.52
18|145|39.47
18|149|83.00
18|156|52.78
18|172|90.68
18|173|24.21
18|188|69.06
18|196|35.60
18|212|50.25
18|216|34.20
18|222|66.79
18|232|10.08
18|248|59.80
18|253|80.94
18|258|67.28
18|260|50.43
18|285|39.97
18|288|46.32
18|293|58.03
18|294|78.06
19|25|91.73
19|28|19.39
19|31|34.84
19|58|71.11
19|61|79.64
19|70|77.79
19|81|64.80
19|85|51.21
19|90|99.45
19|96|79.22
19|99|28.69
19|101|13.42
19|108|96.48
19|111|44.92
19|113|21.60
19|130|90.86
19|150|83.34
19|157|96.38
19|158|33.29
19|164|74.81
19|166|69.82
19|167|71.14
19|187|80.63
19|197|59.70
19|213|78.23
19|218|93.91
19|220|97.72
19|224|99.53
19|236|61.95
19|275|85.16
19|278|93.22
19|295|60.35
20|36|22.84
20|58|49.55
20|61|69.59
20|79|92.45
20|90|26.66
20|108|28.44
20|185|81.10
20|220|46.63
20|226|16.78
20|227|71.02
20|233|97.04
20|236|91.48
20|268|4.86
20|271|28.66
20|275|43.13
21|35|68.49
21|40|87.66
21|49|89.15
21|57|27.03
21|60|97.05
21|82|39.76
21|89|48.66
21|91|66.97
21|93|68.32
21|95|52.36
21|102|73.03
21|119|53.17
21|121|40.85
21|132|36.24
21|141|71.95
21|154|67.30
21|169|89.52
21|171|86.99
21|176|52.53
21|177|69.84
21|179|78.59
21|194|75.82
21|202|83.35
21|219|85.37
21|223|32.51
21|225|97.67
21|231|13.53
21|239|68.31
21|240|64.13
21|242|90.86
21|247|99.02
21|249|76.60
21|250|75.14
21|255|90.76
21|265|98.21
21|284|46.89
21|289|71.96
21|292|67.11
22|38|87.12
22|39|65.74
22|59|8.44
22|63|83.03
22|64|55.43
22|67|11.31
22|68|73.64
22|72|96.15
22|77|39.10
22|94|78.15
22|106|37.24
22|110|96.23
22|117|64.19
22|118|52.79
22|123|64.55
22|127|90.38
22|134|76.29
22|142|53.30
22|143|74.16
22|146|70.41
22|148|94.34
22|151|68.30
22|153|88.88
22|178|89.68
22|181|85.55
22|186|41.65
22|195|98.47
22|198|76.71
22|201|60.13
22|208|50.63
22|209|90.60
22|210|21.50
22|221|64.28
22|228|62.48
22|230|60.62
22|244|74.61
22|245|59.97
22|257|31.92
22|266|61.00
22|267|98.58
22|287|86.83
23|30|12.30
23|55|69.75
23|66|35.58
23|73|29.49
23|87|66.80
23|149|92.97
23|156|98.12
23|174|25.23
23|180|28.23
23|217|28.63
23|248|95.42
23|256|68.50
23|269|80.00
23|270|37.61
24|48|58.60
24|49|35.24
24|57|90.43
24|60|19.39
24|86|37.01
24|89|92.32
24|103|54.86
24|121|99.93
24|132|79.54
24|135|78.83
24|141|56.85
24|154|65.79
24|155|83.38
24|176|82.16
24|184|74.93
24|207|36.31
24|219|34.68
24|223|88.46
24|225|54.44
24|238|92.65
24|249|54.56
24|273|12.48
24|284|74.81
24|289|43.82
24|299|17.46
25|28|72.50
25|31|63.96
25|40|97.33
25|70|38.59
25|85|40.99
25|88|63.86
25|96|27.15
25|99|63.26
25|101|92.53
25|113|80.74
25|130|67.91
25|140|29.28
25|150|73.12
25|157|10.63
25|158|70.74
25|166|62.21
25|167|52.76
25|211|60.36
25|213|72.34
25|298|13.12
26|33|46.46
26|35|91.22
26|42|37.99
26|46|38.54
26|75|66.71
26|81|68.17
26|98|78.32
26|102|83.96
26|111|93.18
26|115|94.72
26|122|58.55
26|125|51.77
26|131|44.65
26|139|25.24
26|147|93.92
26|164|61.19
26|171|66.45
26|177|83.02
26|187|65.81
26|191|39.58
26|202|72.04
26|214|11.71
26|229|52.15
26|237|39.28
26|240|96.52
26|242|64.40
26|262|96.80
26|264|76.05
26|279|60.03
26|282|54.62
26|291|40.44
26|295|73.40
27|39|95.55
27|43|94.12
27|44|59.33
27|46|86.54
27|47|46.90
27|68|85.30
27|75|57.34
27|77|97.84
27|78|78.46
27|107|85.01
27|117|79.28
27|125|84.33
27|127|68.32
27|136|49.79
27|144|95.48
27|152|91.92
27|153|48.60
27|159|97.52
27|161|38.84
27|183|61.56
27|190|30.91
27|193|12.66
27|205|65.48
27|209|58.51
27|221|72.42
27|237|96.13
27|244|90.10
27|245|79.69
27|252|39.07
27|261|90.67
27|263|73.88
27|266|98.45
27|276|99.87
27|279|87.48
27|281|50.11
27|282|71.31
28|31|22.44
28|58|85.29
28|61|98.67
28|70|62.01
28|81|69.87
28|85|31.83
28|88|95.42
28|96|60.20
28|99|10.60
28|101|22.13
28|111|57.74
28|113|20.57
28|130|76.30
28|140|95.17
28|150|74.14
28|157|77.00
28|158|20.89
28|164|83.67
28|166|55.35
28|167|58.06
28|187|78.68
28|197|76.51
28|213|65.42
28|218|92.32
28|236|81.32
28|295|68.57
28|298|85.55
29|32|34.40
29|45|67.71
29|54|88.46
29|61|81.06
29|76|95.45
29|79|32.06
29|98|99.30
29|105|15.79
29|114|73.31
29|116|58.76
29|133|71.11
29|163|44.91
29|165|54.65
29|170|89.20
29|189|44.44
29|220|82.48
29|224|61.77
29|227|55.30
29|233|28.48
29|236|92.25
29|241|85.52
29|262|82.62
29|275|98.81
29|278|68.19
29|283|19.92
30|55|57.85
30|66|47.10
30|73|36.88
30|87|55.84
30|149|80.96
30|156|88.48
30|174|16.62
30|180|34.36
30|217|20.24
30|248|88.60
30|256|72.71
30|269|69.02
30|270|25.49
31|58|82.10
31|70|43.23
31|81|92.30
31|85|30.29
31|96|60.57
31|99|14.56
31|101|43.01
31|111|78.46
31|113|17.31
31|130|87.65
31|140|90.76
31|150|51.70
31|157|71.10
31|158|40.18
31|166|68.08
31|167|36.56
31|182|87.70
31|187|99.91
31|197|94.52
31|213|79.66
31|218|72.38
31|236|92.86
31|295|90.74
31|298|76.89
32|61|86.32
32|79|15.24
32|105|42.98
32|116|66.46
32|133|89.28
32|163|77.00
32|165|88.97
32|189|32.37
32|220|77.09
32|224|86.25
32|227|56.29
32|233|12.74
32|275|94.50
32|278|91.75
32|283|35.74
33|35|51.10
33|42|19.83
33|46|62.09
33|75|75.26
33|81|88.66
33|82|78.46
33|93|82.64
33|102|37.90
33|119|76.36
33|122|43.85
33|125|42.36
33|131|87.88
33|139|31.86
33|152|94.94
33|164|91.49
33|169|75.12
33|171|20.04
33|177|37.21
33|187|69.54
33|190|98.54
33|191|42.88
33|202|31.61
33|214|40.52
33|229|8.79
33|237|33.00
33|239|81.26
33|240|50.76
33|242|25.70
33|261|74.98
33|279|93.66
33|282|73.92
33|291|85.74
33|295|98.32
34|54|88.62
34|55|82.50
34|80|65.29
34|87|95.95
34|120|67.54
34|133|95.15
34|145|70.61
34|149|41.77
34|156|23.29
34|170|81.99
34|173|61.43
34|174|93.05
34|196|7.83
34|212|73.31
34|216|67.76
34|217|89.85
34|222|41.15
34|232|50.59
34|241|75.04
34|248|48.70
34|253|80.56
34|258|73.98
34|260|91.51
34|269|97.08
34|270|84.36
34|285|19.24
34|288|42.81
34|293|99.15
35|40|73.67
35|42|53.31
35|57|93.70
35|82|31.25
35|88|83.23
35|91|75.76
35|93|81.68
35|102|41.27
35|119|66.52
35|121|99.62
35|122|46.21
35|125|90.40
35|130|75.94
35|139|82.63
35|166|90.43
35|169|88.47
35|171|37.04
35|177|24.81
35|187|73.08
35|191|64.38
35|202|19.76
35|211|93.50
35|213|78.20
35|214|81.43
35|223|96.88
35|229|52.65
35|231|80.46
35|237|83.45
35|239|31.65
35|240|47.37
35|242|27.02
35|261|97.85
35|265|99.71
35|292|97.39
36|58|50.59
36|61|83.91
36|90|20.83
36|108|23.91
36|109|86.90
36|182|80.33
36|185|58.31
36|204|98.19
36|218|83.67
36|220|64.47
36|226|6.11
36|227|90.94
