300	7406
0 2 104.71
0 14 118.53
0 16 123.85
0 17 120.36
0 27 33.84
0 39 102.10
0 42 32.45
0 45 113.29
0 53 101.26
0 54 123.97
0 55 51.11
0 63 78.00
0 64 46.98
0 82 124.13
0 102 100.76
0 105 120.03
0 107 79.72
0 115 59.29
0 119 80.27
0 120 93.47
0 122 123.74
0 128 63.88
0 129 108.15
0 131 115.91
0 137 101.60
0 138 62.01
0 141 32.05
0 148 96.02
0 149 80.32
0 154 50.50
0 165 118.92
0 178 117.68
0 181 5.10
0 184 77.63
0 199 77.83
0 202 123.57
0 209 119.83
0 211 52.13
0 231 82.17
0 241 111.45
0 247 101.80
0 248 106.41
0 251 106.52
0 253 77.84
0 259 100.94
0 261 59.27
0 262 98.89
0 273 93.14
0 274 60.51
0 277 13.76
0 278 105.25
0 289 61.54
0 295 65.60
0 299 75.64
1 7 103.03
1 8 84.14
1 23 61.54
1 31 65.10
1 37 83.47
1 46 69.73
1 49 74.83
1 51 103.37
1 62 121.76
1 73 33.70
1 74 105.58
1 75 74.37
1 80 107.08
1 89 65.86
1 95 110.44
1 96 86.61
1 98 68.19
1 99 47.96
1 100 101.92
1 101 110.31
1 125 97.19
1 127 122.12
1 130 89.36
1 143 106.46
1 144 50.53
1 147 99.34
1 151 73.68
1 160 46.18
1 165 108.22
1 166 28.63
1 176 64.86
1 178 99.82
1 183 84.31
1 187 12.10
1 189 56.53
1 191 111.33
1 216 80.82
1 220 39.50
1 230 48.92
1 234 113.32
1 237 61.03
1 241 122.51
1 244 70.38
1 246 70.54
1 250 65.53
1 254 70.55
1 258 78.00
1 259 103.17
1 260 116.79
1 262 114.20
1 263 75.30
1 264 4.20
1 267 33.87
1 268 80.71
1 270 120.43
1 282 104.95
1 286 123.25
1 288 98.71
1 291 113.34
1 292 60.09
1 296 98.41
1 298 16.06
2 14 44.82
2 27 76.45
2 40 113.01
2 42 78.14
2 55 83.48
2 64 117.85
2 82 44.23
2 83 37.61
2 84 83.61
2 85 65.90
2 92 122.39
2 104 61.37
2 107 121.22
2 113 105.01
2 119 43.22
2 122 100.08
2 128 111.66
2 129 85.63
2 134 124.17
2 138 81.76
2 140 103.57
2 141 79.18
2 148 25.08
2 158 96.62
2 181 106.56
2 184 79.35
2 185 31.51
2 193 56.80
2 196 60.94
2 209 15.14
2 211 63.14
2 231 121.24
2 248 14.43
2 251 4.97
2 261 64.64
2 277 105.51
2 299 30.20
3 4 111.00
3 5 99.49
3 11 100.61
3 15 95.60
3 19 21.45
3 20 95.70
3 21 69.65
3 26 88.70
3 30 112.22
3 32 119.34
3 33 20.40
3 34 101.88
3 36 96.50
3 38 29.53
3 41 76.62
3 43 82.08
3 44 41.48
3 47 93.63
3 48 39.20
3 52 109.45
3 59 107.97
3 61 80.19
3 67 93.27
3 68 105.65
3 69 86.38
3 79 68.13
3 80 119.17
3 90 108.55
3 93 97.95
3 94 113.07
3 103 91.10
3 110 80.92
3 112 114.48
3 114 111.19
3 116 39.70
3 118 85.04
3 124 53.43
3 133 66.10
3 145 114.79
3 146 24.48
3 150 70.89
3 155 75.80
3 157 88.11
3 164 81.97
3 168 62.15
3 174 94.98
3 195 58.08
3 198 61.52
3 203 62.16
3 207 59.41
3 212 56.07
3 213 23.73
3 215 39.22
3 218 103.80
3 219 122.12
3 227 21.43
3 228 70.11
3 233 105.78
3 236 28.10
3 240 105.01
3 252 42.93
3 255 94.17
3 265 89.68
3 269 87.21
3 282 121.27
3 290 65.97
3 293 115.80
4 5 106.61
4 6 47.96
4 9 72.98
4 12 97.53
4 19 108.95
4 22 100.74
4 26 69.39
4 32 8.98
4 33 114.16
4 38 92.36
4 44 75.67
4 67 108.95
4 69 111.20
4 71 113.76
4 88 99.30
4 90 40.71
4 109 109.23
