100	1013
0 1 138.07
0 2 143.80
0 13 148.24
0 21 55.62
0 25 148.74
0 26 102.15
0 33 59.63
0 35 12.87
0 40 71.63
0 42 64.59
0 46 121.51
0 47 148.20
0 49 144.58
0 57 80.94
0 75 130.49
0 81 114.41
0 82 19.33
0 85 141.99
0 88 87.00
0 89 91.68
0 91 69.17
0 93 74.73
0 95 93.72
0 96 124.51
1 6 141.60
1 10 115.95
1 13 95.86
1 17 96.19
1 19 141.49
1 26 35.92
1 27 122.50
1 33 81.32
1 35 127.10
1 42 73.80
1 44 98.65
1 45 100.80
1 46 41.72
1 47 140.11
1 54 105.18
1 61 147.27
1 75 70.18
1 78 89.82
1 80 113.56
1 81 81.87
1 98 55.62
2 8 148.63
2 10 123.92
2 16 96.16
2 17 122.56
2 19 36.10
2 20 148.48
2 25 56.19
2 26 142.59
2 28 16.72
2 31 23.02
2 33 148.06
2 35 133.98
2 36 143.48
2 40 118.92
2 42 129.77
2 58 99.39
2 61 115.28
2 70 51.14
2 81 77.23
2 85 15.25
2 88 81.51
2 90 124.59
2 91 145.79
2 96 43.83
2 98 139.00
2 99 10.67
3 15 114.17
3 18 135.14
3 27 148.62
3 37 73.18
3 39 136.24
3 41 88.90
3 43 65.46
3 44 130.18
3 51 104.89
3 52 40.01
3 56 66.89
3 62 35.21
3 65 26.75
3 68 130.94
3 71 83.27
3 74 57.84
3 78 137.36
3 97 39.54
4 21 118.07
4 24 81.91
4 38 115.77
4 48 25.75
4 49 57.37
4 50 73.93
4 53 86.63
4 57 106.61
4 60 73.30
4 63 118.24
4 72 101.01
4 83 47.77
4 86 106.45
4 89 128.44
4 92 70.39
4 93 117.55
4 95 74.41
5 6 119.45
5 8 101.74
5 9 20.09
5 10 97.30
5 11 57.89
5 17 111.75
5 20 106.51
5 29 44.07
5 32 11.42
5 36 129.30
5 45 110.25
5 54 128.55
5 55 147.01
5 58 128.25
5 61 96.12
5 76 99.73
5 79 25.69
5 87 145.79
5 90 126.74
5 98 141.17
6 9 113.56
6 10 129.80
6 11 66.76
6 12 128.07
6 14 122.26
6 17 124.99
6 18 99.75
6 23 148.40
6 29 87.99
6 30 136.10
6 32 114.98
6 34 70.16
6 45 49.86
6 54 36.41
6 55 83.29
6 76 68.78
6 78 138.14
6 79 118.82
6 80 44.17
6 87 93.58
6 98 115.05
7 15 95.48
7 22 123.73
7 39 124.70
7 41 125.26
7 56 142.14
7 59 128.98
7 64 98.76
7 67 131.78
7 68 134.49
7 69 66.29
7 71 117.80
7 77 147.39
7 84 41.36
7 94 64.92
8 9 94.66
8 10 98.82
8 16 62.82
8 17 117.97
8 19 119.81
8 20 5.09
8 28 134.59
8 29 114.89
8 31 130.59
8 32 98.01
8 36 27.76
8 58 49.31
8 61 65.88
8 79 87.41
8 90 29.16
8 99 138.05
9 10 77.29
9 11 59.99
9 16 142.68
9 17 91.69
9 20 99.68
9 29 29.00
9 32 8.73
9 36 122.39
9 45 96.70
9 54 117.23
9 58 114.38
9 61 78.41
9 76 106.20
9 79 7.91
9 80 145.89
9 90 116.82
9 98 122.06
10 11 113.78
10 16 109.24
10 17 19.76
10 19 88.41
10 20 102.94
10 26 131.28
10 28 107.51
10 29 67.08
10 31 120.77
10 32 86.02
10 36 118.53
10 45 85.42
10 54 110.23
10 58 79.92
10 61 34.80
10 79 72.10
10 80 139.74
10 81 92.16
10 85 139.17
10 90 101.55
10 98 61.50
10 99 117.09
11 17 119.64
11 29 48.14
11 30 149.99
11 32 57.48
11 34 128.71
11 45 78.10
11 54 87.01
11 55 93.03
11 61 129.01
11 76 47.65
11 79 67.40
11 80 108.37
11 87 94.58
11 98 132.45
12 14 36.84
12 18 101.27
12 23 52.56
12 30 47.55
12 34 77.15
12 37 141.90
12 51 121.01
12 55 74.05
12 66 66.77
12 73 44.72
12 76 120.30
12 80 139.97
12 87 80.64
13 26 94.40
13 27 29.91
13 33 97.74
13 35 144.14
13 38 126.93
13 39 124.00
13 42 110.32
13 43 111.87
13 44 59.85
13 46 57.60
13 47 50.36
13 52 132.14
13 53 141.98
13 56 139.21
13 62 137.66
13 63 128.16
13 67 147.69
13 68 114.10
13 72 139.74
13 75 27.74
13 77 119.74
13 78 74.17
13 93 114.94
14 18 68.79
14 23 89.32
14 30 83.37
14 34 57.09
14 37 105.49
14 51 88.14
14 54 145.25
14 55 93.63
14 66 101.01
14 73 78.98
14 76 134.42
14 80 122.24
14 87 103.83
15 22 94.86
15 27 129.72
15 39 45.73
15 41 95.75
15 43 124.69
15 47 142.94
15 52 98.18
15 56 51.61
15 59 103.29
15 62 111.85
15 64 118.42
15 65 116.93
15 67 94.32
15 68 50.70
15 69 148.04
15 71 79.37
15 74 108.61
15 77 89.84
15 84 70.84
15 94 108.34
15 97 145.24
16 17 122.81
16 19 77.55
16 20 60.54
16 25 132.13
16 28 85.79
16 31 74.76
16 32 148.47
16 36 48.83
16 58 30.43
16 61 77.31
16 70 97.45
16 79 134.78
16 81 138.77
16 85 104.97
16 90 33.88
16 96 134.76
16 99 85.65
17 19 88.90
17 20 121.95
17 26 112.17
17 28 106.94
17 29 76.21
17 31 123.11
17 32 100.33
17 36 136.57
17 42 134.69
17 45 77.20
17 46 137.06
17 54 100.80
17 58 94.86
17 61 52.75
17 79 87.52
17 80 128.89
17 81 78.87
17 85 137.65
17 90 118.72
17 98 42.10
17 99 117.17
18 23 149.77
18 30 140.76
18 34 41.23
18 37 74.72
18 43 108.65
18 44 122.67
18 45 130.45
18 51 87.62
18 52 133.39
18 54 105.33
18 55 123.25
18 62 120.52
18 73 145.81
18 76 145.88
18 78 108.45
18 80 75.54
18 87 136.59
18 97 139.59
19 20 120.51
19 25 91.73
19 26 132.84
19 28 19.39
19 31 34.84
19 33 149.61
19 35 147.81
19 36 119.80
19 40 147.99
19 42 129.96
19 58 71.11
19 61 79.64
19 70 77.79
19 81 64.80
19 85 51.21
19 88 112.06
19 90 99.45
19 96 79.22
19 98 111.35
19 99 28.69
20 28 134.77
20 29 119.98
20 31 129.92
20 32 102.94
20 36 22.84
20 58 49.55
20 61 69.59
20 79 92.45
20 90 26.66
20 99 137.85
21 24 115.78
21 33 106.91
21 35 68.49
21 40 87.66
21 42 117.13
21 48 120.41
21 49 89.15
21 53 127.34
21 57 27.03
21 60 97.05
21 72 145.33
21 82 39.76
21 83 132.59
21 88 119.09
21 89 48.66
21 91 66.97
21 92 137.37
21 93 68.32
21 95 52.36
22 27 136.70
22 38 87.12
22 39 65.74
22 47 116.34
22 50 122.23
22 53 115.01
22 56 134.09
22 59 8.44
22 63 83.03
22 64 55.43
22 67 11.31
22 68 73.64
22 72 96.15
22 77 39.10
22 83 141.67
22 84 131.75
22 92 120.25
22 94 78.15
23 30 12.30
23 34 118.17
23 55 69.75
23 66 35.58
23 73 29.49
23 76 113.89
23 87 66.80
24 48 58.60
24 49 35.24
24 57 90.43
24 60 19.39
24 83 128.64
24 86 37.01
24 89 92.32
24 91 147.95
24 92 149.50
24 95 106.50
25 28 72.50
25 31 63.96
25 35 142.87
25 40 97.33
25 58 145.01
25 70 38.59
25 81 124.09
25 85 40.99
25 88 63.86
25 91 123.77
25 96 27.15
25 99 63.26
26 27 124.03
26 28 137.42
26 33 46.46
26 35 91.22
26 42 37.99
26 44 117.27
26 45 133.85
26 46 38.54
26 47 129.07
26 54 140.42
26 75 66.71
26 78 113.78
26 80 149.45
26 81 68.17
26 82 121.48
26 88 143.92
26 93 125.25
26 98 78.32
26 99 146.04
27 33 126.42
27 38 120.98
27 39 95.55
27 42 139.85
27 43 94.12
27 44 59.33
27 46 86.54
27 47 46.90
27 52 108.62
27 53 141.56
27 56 110.49
27 59 140.87
27 62 116.15
27 63 121.24
27 67 126.03
27 68 85.30
27 72 135.38
27 75 57.34
27 77 97.84
27 78 78.46
27 93 130.99
28 31 22.44
28 33 148.14
28 35 139.82
28 36 131.48
28 40 132.22
28 42 129.06
28 58 85.29
28 61 98.67
28 70 62.01
28 81 69.87
28 85 31.83
28 88 95.42
28 90 111.89
28 96 60.20
28 98 125.95
28 99 10.60
29 32 34.40
29 36 141.93
29 45 67.71
29 54 88.46
29 55 139.02
29 58 124.23
29 61 81.06
29 76 95.45
29 79 32.06
29 80 117.55
29 87 141.91
29 90 132.88
29 98 99.30
30 34 107.68
30 55 57.85
30 66 47.10
30 73 36.88
30 76 102.80
30 87 55.84
31 36 122.97
31 40 139.84
31 58 82.10
31 61 105.89
31 70 43.23
31 81 92.30
31 85 30.29
31 88 102.15
31 90 104.96
31 96 60.57
31 98 145.94
31 99 14.56
32 36 125.76
32 45 101.72
32 54 121.20
32 55 149.20
32 58 120.74
32 61 86.32
32 76 102.24
32 79 15.24
32 80 149.18
32 87 149.00
32 90 121.48
32 98 130.06
33 35 51.10
33 40 122.51
33 42 19.83
33 44 140.46
33 46 62.09
33 47 114.01
33 57 133.93
33 75 75.26
33 78 143.05
33 81 88.66
33 82 78.46
33 88 122.90
33 89 149.65
33 91 126.86
33 93 82.64
33 95 125.18
33 96 146.36
33 98 122.81
34 37 112.46
34 43 147.52
34 45 111.98
34 51 115.54
34 54 88.62
34 55 82.50
34 66 142.21
34 73 120.83
34 76 105.64
34 78 132.96
34 80 65.29
34 87 95.95
35 40 73.67
35 42 53.31
35 46 113.14
35 47 148.44
35 57 93.70
35 75 124.60
35 81 101.62
35 82 31.25
35 85 133.14
35 88 83.23
35 89 103.38
35 91 75.76
35 93 81.68
35 95 105.17
35 96 117.70
35 99 142.87
36 58 50.59
36 61 83.91
36 70 145.43
36 79 115.09
36 90 20.83
36 99 132.83
37 43 86.38
37 44 136.96
37 51 40.15
37 52 91.07
37 56 134.12
37 62 77.08
37 65 86.33
37 74 119.05
37 78 133.13
37 80 145.07
37 97 66.15
38 39 118.06
38 47 77.02
38 48 141.15
38 50 72.79
38 53 30.50
38 59 82.87
38 63 4.19
38 64 131.48
38 67 79.09
38 68 117.94
38 72 15.42
38 75 142.92
38 77 72.41
38 83 71.30
38 92 47.81
38 93 92.37
38 95 104.93
39 41 139.29
39 43 123.39
39 44 137.87
39 47 99.59
39 52 107.76
39 53 148.44
39 56 69.83
39 59 73.61
39 62 121.81
39 63 115.16
39 64 108.30
39 65 146.62
39 67 60.51
39 68 10.89
39 71 122.58
39 72 132.20
39 74 146.30
39 77 46.97
39 84 110.87
39 94 112.61
40 42 117.99
40 57 96.32
40 70 134.24
40 81 132.66
40 82 63.35
40 85 109.82
40 88 37.72
40 89 83.10
40 91 27.32
40 93 140.43
40 95 139.90
40 96 81.80
40 99 129.59
41 43 144.23
41 52 109.99
41 56 89.18
41 62 115.42
41 65 68.62
41 68 140.94
41 69 133.77
41 71 16.76
41 74 36.34
41 84 84.29
41 97 91.77
42 44 146.66
42 46 65.60
42 47 131.73
42 57 143.76
42 75 85.32
42 78 146.55
42 81 68.88
42 82 83.91
42 85 134.98
42 88 112.58
42 91 126.57
42 93 101.11
42 95 141.15
42 96 131.38
42 98 108.30
42 99 135.72
43 44 64.84
43 46 145.77
43 47 139.50
43 51 126.53
43 52 34.52
43 56 75.54
43 62 30.65
43 65 92.04
43 68 114.11
43 71 133.47
43 74 119.88
43 75 128.32
43 78 72.52
43 80 140.17
43 97 99.29
44 45 146.03
44 46 81.24
44 47 103.74
44 52 95.00
44 54 131.56
44 56 121.09
44 62 95.06
44 68 126.99
44 75 67.48
44 78 20.30
44 80 114.52
44 98 141.70
45 46 137.92
45 54 25.13
45 55 130.96
45 61 117.21
45 76 105.06
45 78 126.55
45 79 98.95
45 80 55.52
45 81 138.31
45 87 139.78
45 98 65.79
46 47 98.71
46 54 137.49
46 75 30.15
46 78 81.37
46 80 138.45
46 81 106.08
46 82 139.97
46 93 120.84
46 98 97.25
47 50 149.30
47 52 149.23
47 53 95.07
47 56 139.80
47 59 117.93
47 63 78.02
47 67 105.02
47 68 92.41
47 72 90.47
47 75 70.38
47 77 78.94
47 78 121.17
47 83 140.82
47 92 119.84
47 93 91.54
47 95 133.75
48 49 42.05
48 50 97.59
48 53 111.62
48 57 103.66
48 60 53.86
48 63 143.73
48 72 126.55
48 83 73.43
48 86 80.78
48 89 120.62
48 92 96.14
48 93 133.24
48 95 85.47
49 50 130.14
49 53 126.70
49 57 67.39
49 60 18.54
49 72 144.43
49 82 128.67
49 83 99.94
49 86 71.00
49 89 79.85
49 91 134.30
49 92 118.83
49 93 121.95
49 95 71.77
50 53 59.66
