200	4446
0 4 100.85
0 10 136.90
0 15 28.15
0 16 85.69
0 23 135.58
0 24 139.85
0 27 54.05
0 28 102.06
0 30 68.62
0 33 119.81
0 41 114.71
0 42 137.58
0 43 112.14
0 47 140.78
0 63 148.09
0 67 145.98
0 70 118.33
0 71 129.10
0 80 75.66
0 82 17.69
0 94 35.59
0 100 63.45
0 104 99.09
0 105 110.12
0 107 59.55
0 114 51.55
0 116 54.03
0 117 124.05
0 120 82.79
0 129 108.93
0 130 67.40
0 132 32.32
0 133 41.26
0 134 109.94
0 138 78.75
0 140 85.20
0 142 58.23
0 150 101.77
0 154 98.03
0 157 132.83
0 158 146.70
0 161 60.95
0 162 48.23
0 163 139.87
0 164 72.87
0 172 74.32
0 176 126.97
0 177 44.54
0 183 116.66
0 190 115.40
0 192 69.41
0 195 20.13
0 198 91.62
1 6 94.90
1 14 38.95
1 20 113.29
1 36 138.10
1 39 118.74
1 57 106.26
1 65 32.44
1 91 121.23
1 92 95.12
1 98 78.66
1 103 108.67
1 109 147.13
1 131 29.82
1 135 107.10
1 137 116.34
1 141 38.44
1 145 93.45
1 193 82.04
1 197 107.83
2 10 141.26
2 18 140.06
2 20 90.38
2 31 119.91
2 32 50.31
2 35 23.23
2 36 64.27
2 39 81.78
2 44 141.89
2 49 64.64
2 56 80.95
2 57 107.87
2 69 122.32
2 72 107.81
2 78 75.28
2 79 128.68
2 81 51.15
2 83 72.46
2 84 133.41
2 85 118.51
2 86 148.31
2 88 40.54
2 89 122.47
2 93 148.51
2 96 48.53
2 98 134.58
2 103 111.38
2 106 118.59
2 125 90.64
2 126 137.62
2 136 63.00
2 137 131.06
2 139 146.31
2 143 126.69
2 147 93.89
2 149 116.33
2 153 144.38
2 155 85.32
2 159 86.96
2 165 86.56
2 166 65.68
2 167 79.62
2 173 125.68
2 179 128.30
2 182 56.62
2 186 129.49
2 191 28.05
2 193 117.03
3 9 126.51
3 11 94.77
3 13 146.53
3 17 131.87
3 40 58.90
3 48 139.73
3 54 40.51
3 55 137.68
3 60 62.70
3 64 128.55
3 66 60.27
3 72 148.83
3 77 44.31
3 79 137.92
3 86 138.62
3 97 110.48
3 99 90.60
3 101 115.74
3 102 143.45
3 106 149.59
3 110 130.36
3 111 146.42
3 112 131.97
3 122 135.36
3 123 108.04
3 124 115.38
3 127 27.80
3 144 92.24
3 151 46.75
3 156 146.68
3 178 56.53
3 180 67.28
3 181 106.42
3 187 17.33
3 188 42.08
3 199 105.20
4 10 43.44
4 15 85.46
4 16 141.01
4 26 148.97
4 27 93.31
4 28 42.49
4 30 38.08
4 31 67.84
4 32 112.92
4 33 71.67
4 43 42.97
4 47 110.20
4 49 124.14
4 59 136.37
4 63 114.08
4 67 130.19
4 70 131.19
4 78 114.60
4 80 62.10
4 81 122.91
4 82 83.42
4 83 122.67
4 89 53.54
4 94 70.10
4 100 149.90
4 104 43.45
4 105 141.89
4 107 96.34
4 114 68.13
4 116 104.83
